Instance type,Release Date,Instance vCPU,Platform Total Number of vCPU,Platform CPU Name,Instance Memory (in GB),Platform Memory (in GB),Storage Info (Type and Size in GB),Storage Type,Platform Storage Drive Quantity,Platform GPU Quantity,Platform GPU Name,Instance Number of GPU,Instance GPU memory (in GB),PkgWatt @ Idle,PkgWatt @ 10%,PkgWatt @ 50%,PkgWatt @ 100%,RAMWatt @ Idle,RAMWatt @ 10%,RAMWatt @ 50%,RAMWatt @ 100%,GPUWatt @ Idle,GPUWatt @ 10%,GPUWatt @ 50%,GPUWatt @ 100%,Delta Full Machine,Instance @ Idle,Instance @ 10%,Instance @ 50%,Instance @ 100%,Hardware Information on AWS Documentation & Comments
cache.r6g.4xlarge,December 2019,16,64,Graviton2,128,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,35","11,93","28,21","38,20","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","7,5","37,5","57,8","86,9","122,5",AWS Graviton2 (ARM)
cache.r6g.8xlarge,December 2019,32,64,Graviton2,256,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"8,71","23,87","56,42","76,39","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","15,0","74,9","115,7","173,8","245,0",AWS Graviton2 (ARM)
cache.r6g.12xlarge,December 2019,48,64,Graviton2,384,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"13,06","35,80","84,63","114,59","76,80","115,20","153,60","230,40","0,0","0,0","0,0","0,0","22,5","112,4","173,5","260,7","367,5",AWS Graviton2 (ARM)
cache.r6g.16xlarge,December 2019,64,64,Graviton2,512,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","102,40","153,60","204,80","307,20","0,0","0,0","0,0","0,0","30,0","149,8","231,3","347,6","490,0",AWS Graviton2 (ARM)
t3.small.elasticsearch,August 2018,2,96,Xeon Platinum 8175M,2,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","0,30","0,48","1,24","2,00","0,0","0,0","0,0","0,0","2,0","3,5","5,5","10,4","14,0",2.5 GHz Intel Scalable Processor
t3.medium.elasticsearch,August 2018,2,96,Xeon Platinum 8175M,4,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","0,60","0,96","2,48","4,00","0,0","0,0","0,0","0,0","2,0","3,8","6,0","11,6","16,0",2.5 GHz Intel Scalable Processor
t2.micro.elasticsearch,July 2014,1,48,Xeon E5-2676 v3,1,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,60","1,72","3,54","4,85","0,20","0,30","0,40","0,60","0,0","0,0","0,0","0,0","1,0","1,8","3,0","4,9","6,4",3.3 GHz Intel Scalable Processor
t2.small.elasticsearch,July 2014,1,48,Xeon E5-2676 v3,2,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,60","1,72","3,54","4,85","0,40","0,60","0,80","1,20","0,0","0,0","0,0","0,0","1,0","2,0","3,3","5,3","7,0",3.3 GHz Intel Scalable Processor
t2.medium.elasticsearch,July 2014,2,48,Xeon E5-2676 v3,4,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,44","7,08","9,69","0,80","1,20","1,60","2,40","0,0","0,0","0,0","0,0","2,0","4,0","6,6","10,7","14,1",3.3 GHz Intel Scalable Processor
m5.large.elasticsearch,November 2017,2,96,Xeon Platinum 8259CL,8,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,14","2,87","6,39","9,28","1,24","2,06","3,69","5,31","0,0","0,0","0,0","0,0","1,8","4,1","6,7","11,8","16,3",Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.xlarge.elasticsearch,November 2017,4,96,Xeon Platinum 8259CL,16,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,28","5,75","12,79","18,56","2,49","4,12","7,37","10,62","0,0","0,0","0,0","0,0","3,5","8,3","13,4","23,7","32,7",Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.2xlarge.elasticsearch,November 2017,8,96,Xeon Platinum 8259CL,32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,56","11,49","25,58","37,12","4,98","8,24","14,74","21,25","0,0","0,0","0,0","0,0","7,0","16,5","26,7","47,3","65,4",Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.4xlarge.elasticsearch,November 2017,16,96,Xeon Platinum 8259CL,64,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"9,12","22,99","51,16","74,23","9,95","16,47","29,48","42,49","0,0","0,0","0,0","0,0","14,0","33,1","53,5","94,6","130,7",Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.12xlarge.elasticsearch,November 2017,48,96,Xeon Platinum 8259CL,192,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"27,36","68,96","153,47","222,69","29,86","49,42","88,45","127,48","0,0","0,0","0,0","0,0","42,0","99,2","160,4","283,9","392,2",Up to 3.1 GHz Intel Xeon Platinum 8175M
m4.large.elasticsearch,June 2015,2,72,Xeon E5-2686 v4,8,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,97","2,77","5,71","7,81","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","1,6","4,2","6,8","10,5","14,2",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
m4.xlarge.elasticsearch,June 2015,4,72,Xeon E5-2686 v4,16,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,94","5,55","11,41","15,62","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","3,2","8,4","13,6","21,0","28,4",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
m4.2xlarge.elasticsearch,June 2015,8,72,Xeon E5-2686 v4,32,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"3,89","11,10","22,82","31,24","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","6,4","16,7","27,1","42,1","56,9",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
m4.4xlarge.elasticsearch,June 2015,16,72,Xeon E5-2686 v4,64,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"7,77","22,19","45,64","62,47","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","12,9","33,5","54,3","84,1","113,8",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
m4.10xlarge.elasticsearch,June 2015,40,48,Xeon E5-2676 v3,160,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"24,12","68,87","141,65","193,88","32,00","48,00","64,00","96,00","0,0","0,0","0,0","0,0","40,0","96,1","156,9","245,6","329,9",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
m3.medium.elasticsearch,January 2014,1,32,Xeon E5-2670,3.75,240,1 x 4 (SSD),SSD,2,N/A,N/A,N/A,N/A,"0,87","2,47","5,09","6,97","0,75","1,13","1,50","2,25","0,0","0,0","0,0","0,0","1,4","3,1","5,0","8,0","10,7",Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors
m3.large.elasticsearch,January 2014,2,32,Xeon E5-2670,7.5,240,1 x 32 (SSD),SSD,2,N/A,N/A,N/A,N/A,"1,73","4,95","10,18","13,94","1,50","2,25","3,00","4,50","0,0","0,0","0,0","0,0","2,9","6,1","10,1","16,1","21,3",Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors
m3.xlarge.elasticsearch,October 2012,4,32,Xeon E5-2670,15,240,2 x 40 (SSD),SSD,2,N/A,N/A,N/A,N/A,"3,47","9,90","20,36","27,87","3,00","4,50","6,00","9,00","0,0","0,0","0,0","0,0","5,8","12,2","20,1","32,1","42,6",Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors
m3.2xlarge.elasticsearch,October 2012,8,32,Xeon E5-2670,30,240,2 x 80 (SSD),SSD,2,N/A,N/A,N/A,N/A,"6,94","19,80","40,72","55,74","6,00","9,00","12,00","18,00","0,0","0,0","0,0","0,0","11,5","24,4","40,3","64,2","85,2",Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors
c5.large.elasticsearch,November 2016,2,72,Xeon Platinum 8124M,4,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,41","3,75","8,14","11,77","0,78","1,41","2,47","3,53","0,0","0,0","0,0","0,0","2,7","4,9","7,8","13,3","18,0",Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP)
c5.xlarge.elasticsearch,November 2016,4,72,Xeon Platinum 8124M,8,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,81","7,49","16,29","23,54","1,56","2,81","4,94","7,06","0,0","0,0","0,0","0,0","5,3","9,7","15,6","26,6","35,9",Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP)
c5.2xlarge.elasticsearch,November 2016,8,72,Xeon Platinum 8124M,16,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"5,63","14,98","32,58","47,08","3,11","5,62","9,87","14,12","0,0","0,0","0,0","0,0","10,7","19,4","31,3","53,1","71,9",Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP)
c5.4xlarge.elasticsearch,November 2016,16,72,Xeon Platinum 8124M,32,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"11,26","29,97","65,16","94,15","6,22","11,24","19,74","28,24","0,0","0,0","0,0","0,0","21,3","38,8","62,5","106,2","143,7",Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP)
c5.9xlarge.elasticsearch,November 2019,36,72,Xeon Platinum 8124M,72,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"25,33","67,43","146,61","211,84","14,00","25,29","44,42","63,54","0,0","0,0","0,0","0,0","48,0","87,3","140,7","239,0","323,4",Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP)
c5.18xlarge.elasticsearch,November 2019,72,72,Xeon Platinum 8124M,144,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"50,66","134,85","293,21","423,68","28,01","50,59","88,83","127,07","0,0","0,0","0,0","0,0","96,0","174,7","281,4","478,0","646,8",Up to 3.5GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake) or 1st generation Intel Xeon Platinum 8000 series (Skylake-SP)
c4.large.elasticsearch,January 2015,2,40,Xeon E5-2666 v3,3.75,60,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,63","4,65","9,56","13,09","0,75","1,13","1,50","2,25","0,0","0,0","0,0","0,0","2,7","5,1","8,5","13,8","18,0",2.9 GHz Intel Xeon E5-2666 v3 Processor
c4.xlarge.elasticsearch,January 2015,4,40,Xeon E5-2666 v3,7.5,60,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"3,26","9,30","19,12","26,17","1,50","2,25","3,00","4,50","0,0","0,0","0,0","0,0","5,4","10,2","16,9","27,5","36,1",2.9 GHz Intel Xeon E5-2666 v3 Processor
c4.2xlarge.elasticsearch,January 2015,8,40,Xeon E5-2666 v3,15,60,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"6,51","18,59","38,25","52,35","3,00","4,50","6,00","9,00","0,0","0,0","0,0","0,0","10,8","20,3","33,9","55,0","72,1",2.9 GHz Intel Xeon E5-2666 v3 Processor
c4.4xlarge.elasticsearch,January 2015,16,40,Xeon E5-2666 v3,30,60,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"13,03","37,19","76,49","104,70","6,00","9,00","12,00","18,00","0,0","0,0","0,0","0,0","21,6","40,6","67,8","110,1","144,3",2.9 GHz Intel Xeon E5-2666 v3 Processor
c4.8xlarge.elasticsearch,January 2015,36,40,Xeon E5-2666 v3,60,60,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"29,31","83,68","172,10","235,57","12,00","18,00","24,00","36,00","0,0","0,0","0,0","0,0","48,6","89,9","150,3","244,7","320,2",2.9 GHz Intel Xeon E5-2666 v3 Processor
r5.large.elasticsearch,July 2018,2,96,Xeon Platinum 8175M,16,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","2,41","3,85","9,92","15,99","0,0","0,0","0,0","0,0","2,0","5,6","8,9","19,1","27,9",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.xlarge.elasticsearch,July 2018,4,96,Xeon Platinum 8175M,32,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,41","6,11","14,32","19,92","4,82","7,70","19,84","31,98","0,0","0,0","0,0","0,0","4,0","11,2","17,8","38,2","55,9",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.2xlarge.elasticsearch,July 2018,8,96,Xeon Platinum 8175M,64,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,82","12,22","28,64","39,83","9,64","15,40","39,68","63,97","0,0","0,0","0,0","0,0","8,0","22,5","35,6","76,3","111,8",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.4xlarge.elasticsearch,July 2018,16,96,Xeon Platinum 8175M,128,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"9,65","24,44","57,28","79,66","19,27","30,80","79,37","127,94","0,0","0,0","0,0","0,0","16,0","44,9","71,2","152,7","223,6",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.12xlarge.elasticsearch,July 2018,48,96,Xeon Platinum 8175M,384,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"28,94","73,32","171,85","238,99","57,81","92,39","238,10","383,81","0,0","0,0","0,0","0,0","48,0","134,8","213,7","458,0","670,8",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r4.large.elasticsearch,November 2016,2,72,Xeon E5-2686 v4,15.25,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,97","2,77","5,71","7,81","3,05","4,58","6,10","9,15","0,0","0,0","0,0","0,0","1,6","5,6","9,0","13,4","18,6",2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.xlarge.elasticsearch,November 2016,4,72,Xeon E5-2686 v4,30.5,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,94","5,55","11,41","15,62","6,10","9,15","12,20","18,30","0,0","0,0","0,0","0,0","3,2","11,3","17,9","26,8","37,1",2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.2xlarge.elasticsearch,November 2016,8,72,Xeon E5-2686 v4,61,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"3,89","11,10","22,82","31,24","12,20","18,30","24,40","36,60","0,0","0,0","0,0","0,0","6,4","22,5","35,8","53,7","74,3",2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.4xlarge.elasticsearch,November 2016,16,72,Xeon E5-2686 v4,122,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"7,77","22,19","45,64","62,47","24,40","36,60","48,80","73,20","0,0","0,0","0,0","0,0","12,9","45,1","71,7","107,3","148,6",2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.8xlarge.elasticsearch,November 2016,32,72,Xeon E5-2686 v4,244,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"15,55","44,38","91,28","124,95","48,80","73,20","97,60","146,40","0,0","0,0","0,0","0,0","25,8","90,1","143,4","214,7","297,1",2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.16xlarge.elasticsearch,November 2016,64,72,Xeon E5-2686 v4,488,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"31,09","88,76","182,57","249,90","97,60","146,40","195,20","292,80","0,0","0,0","0,0","0,0","51,6","180,2","286,7","429,3","594,3",2.3 GHz Intel Xeon E5-2686 v4 Processor
r3.large.elasticsearch,April 2014,2,40,Xeon E5-2670 v2,15.25,244,1 x 32 (SSD),SSD,2,N/A,N/A,N/A,N/A,"1,39","3,96","8,14","11,15","3,05","4,58","6,10","9,15","0,0","0,0","0,0","0,0","2,3","6,7","10,8","16,5","22,6",Intel Xeon Ivy Bridge Processors
r3.xlarge.elasticsearch,April 2014,4,40,Xeon E5-2670 v2,30.5,244,1 x 80 (SSD),SSD,2,N/A,N/A,N/A,N/A,"2,77","7,92","16,29","22,30","6,10","9,15","12,20","18,30","0,0","0,0","0,0","0,0","4,6","13,5","21,7","33,1","45,2",Intel Xeon Ivy Bridge Processors
r3.2xlarge.elasticsearch,April 2014,8,40,Xeon E5-2670 v2,61,244,1 x 160 (SSD),SSD,2,N/A,N/A,N/A,N/A,"5,55","15,84","32,58","44,59","12,20","18,30","24,40","36,60","0,0","0,0","0,0","0,0","9,2","26,9","43,3","66,2","90,4",Intel Xeon Ivy Bridge Processors
r3.4xlarge.elasticsearch,April 2014,16,40,Xeon E5-2670 v2,122,244,1 x 320 (SSD),SSD,2,N/A,N/A,N/A,N/A,"11,10","31,68","65,16","89,19","24,40","36,60","48,80","73,20","0,0","0,0","0,0","0,0","18,4","53,9","86,7","132,4","180,8",Intel Xeon Ivy Bridge Processors
r3.8xlarge.elasticsearch,April 2014,32,40,Xeon E5-2670 v2,244,244,2 x 320 (SSD),SSD,2,N/A,N/A,N/A,N/A,"22,19","63,36","130,32","178,37","48,80","73,20","97,60","146,40","0,0","0,0","0,0","0,0","36,8","107,8","173,4","264,7","361,6",Intel Xeon Ivy Bridge Processors
i3.large.elasticsearch,November 2016,2,72,Xeon E5-2686 v4,15.25,512,1 x 475 (SSD NVMe),SSD,8,N/A,N/A,N/A,N/A,"0,97","2,77","5,71","7,81","3,05","4,58","6,10","9,15","0,0","0,0","0,0","0,0","1,6","5,6","9,0","13,4","18,6",Intel Xeon E5-2686 v4 (Broadwell)
i3.xlarge.elasticsearch,November 2016,4,72,Xeon E5-2686 v4,30.5,512,1 x 950 (SSD NVMe),SSD,8,N/A,N/A,N/A,N/A,"1,94","5,55","11,41","15,62","6,10","9,15","12,20","18,30","0,0","0,0","0,0","0,0","3,2","11,3","17,9","26,8","37,1",Intel Xeon E5-2686 v4 (Broadwell)
i3.2xlarge.elasticsearch,November 2016,8,72,Xeon E5-2686 v4,61,512,1 x 1 900 (SSD NVMe),SSD,8,N/A,N/A,N/A,N/A,"3,89","11,10","22,82","31,24","12,20","18,30","24,40","36,60","0,0","0,0","0,0","0,0","6,4","22,5","35,8","53,7","74,3",Intel Xeon E5-2686 v4 (Broadwell)
i3.4xlarge.elasticsearch,November 2016,16,72,Xeon E5-2686 v4,122,512,2 x 1 900 (SSD NVMe),SSD,8,N/A,N/A,N/A,N/A,"7,77","22,19","45,64","62,47","24,40","36,60","48,80","73,20","0,0","0,0","0,0","0,0","12,9","45,1","71,7","107,3","148,6",Intel Xeon E5-2686 v4 (Broadwell)
i3.8xlarge.elasticsearch,November 2016,32,72,Xeon E5-2686 v4,244,512,4 x 1 900 (SSD NVMe),SSD,8,N/A,N/A,N/A,N/A,"15,55","44,38","91,28","124,95","48,80","73,20","97,60","146,40","0,0","0,0","0,0","0,0","25,8","90,1","143,4","214,7","297,1",Intel Xeon E5-2686 v4 (Broadwell)
i3.16xlarge.elasticsearch,November 2016,64,72,Xeon E5-2686 v4,488,512,8 x 1 900 (SSD NVMe),SSD,8,N/A,N/A,N/A,N/A,"31,09","88,76","182,57","249,90","97,60","146,40","195,20","292,80","0,0","0,0","0,0","0,0","51,6","180,2","286,7","429,3","594,3",Intel Xeon E5-2686 v4 (Broadwell)
i2.xlarge.elasticsearch,December 2013,4,40,Xeon E5-2670 v2,30.5,244,1 x 800 (SSD),SSD,2,N/A,N/A,N/A,N/A,"2,77","7,92","16,29","22,30","6,10","9,15","12,20","18,30","0,0","0,0","0,0","0,0","4,6","13,5","21,7","33,1","45,2",Intel E5-2670 v2 (Ivy Bridge) processor
i2.2xlarge.elasticsearch,December 2013,8,40,Xeon E5-2670 v2,61,244,2 x 800 (SSD),SSD,2,N/A,N/A,N/A,N/A,"5,55","15,84","32,58","44,59","12,20","18,30","24,40","36,60","0,0","0,0","0,0","0,0","9,2","26,9","43,3","66,2","90,4",Intel E5-2670 v2 (Ivy Bridge) processor
m6g.large.elasticsearch,December 2019,2,64,Graviton2,8,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","0,9","3,1","4,8","7,7","10,5",AWS Graviton2 (ARM)
m6g.xlarge.elasticsearch,December 2019,4,64,Graviton2,16,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","1,9","6,2","9,7","15,3","21,0",AWS Graviton2 (ARM)
m6g.2xlarge.elasticsearch,December 2019,8,64,Graviton2,32,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","3,8","12,3","19,3","30,7","42,0",AWS Graviton2 (ARM)
m6g.4xlarge.elasticsearch,December 2019,16,64,Graviton2,64,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,35","11,93","28,21","38,20","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","7,5","24,7","38,6","61,3","84,1",AWS Graviton2 (ARM)
m6g.8xlarge.elasticsearch,December 2019,32,64,Graviton2,128,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"8,71","23,87","56,42","76,39","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","15,0","49,3","77,3","122,6","168,2",AWS Graviton2 (ARM)
m6g.12xlarge.elasticsearch,December 2019,48,64,Graviton2,192,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"13,06","35,80","84,63","114,59","38,40","57,60","76,80","115,20","0,0","0,0","0,0","0,0","22,5","74,0","115,9","183,9","252,3",AWS Graviton2 (ARM)
c6g.large.elasticsearch,December 2019,2,64,Graviton2,4,128,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","0,80","1,20","1,60","2,40","0,0","0,0","0,0","0,0","0,9","2,3","3,6","6,1","8,1",AWS Graviton2 (ARM)
c6g.xlarge.elasticsearch,December 2019,4,64,Graviton2,8,128,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","1,9","4,6","7,3","12,1","16,2",AWS Graviton2 (ARM)
c6g.2xlarge.elasticsearch,December 2019,8,64,Graviton2,16,128,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","3,8","9,1","14,5","24,3","32,4",AWS Graviton2 (ARM)
c6g.4xlarge.elasticsearch,December 2019,16,64,Graviton2,32,128,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,35","11,93","28,21","38,20","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","7,5","18,3","29,0","48,5","64,9",AWS Graviton2 (ARM)
c6g.8xlarge.elasticsearch,December 2019,32,64,Graviton2,64,128,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"8,71","23,87","56,42","76,39","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","15,0","36,5","58,1","97,0","129,8",AWS Graviton2 (ARM)
c6g.12xlarge.elasticsearch,December 2019,48,64,Graviton2,96,128,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"13,06","35,80","84,63","114,59","19,20","28,80","38,40","57,60","0,0","0,0","0,0","0,0","22,5","54,8","87,1","145,5","194,7",AWS Graviton2 (ARM)
r6g.large.elasticsearch,December 2019,2,64,Graviton2,16,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","0,9","4,7","7,2","10,9","15,3",AWS Graviton2 (ARM)
r6g.xlarge.elasticsearch,December 2019,4,64,Graviton2,32,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","1,9","9,4","14,5","21,7","30,6",AWS Graviton2 (ARM)
r6g.2xlarge.elasticsearch,December 2019,8,64,Graviton2,64,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","3,8","18,7","28,9","43,5","61,2",AWS Graviton2 (ARM)
r6g.4xlarge.elasticsearch,December 2019,16,64,Graviton2,128,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,35","11,93","28,21","38,20","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","7,5","37,5","57,8","86,9","122,5",AWS Graviton2 (ARM)
r6g.8xlarge.elasticsearch,December 2019,32,64,Graviton2,256,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"8,71","23,87","56,42","76,39","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","15,0","74,9","115,7","173,8","245,0",AWS Graviton2 (ARM)
r6g.12xlarge.elasticsearch,December 2019,48,64,Graviton2,384,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"13,06","35,80","84,63","114,59","76,80","115,20","153,60","230,40","0,0","0,0","0,0","0,0","22,5","112,4","173,5","260,7","367,5",AWS Graviton2 (ARM)
r6gd.large.elasticsearch,December 2019,2,64,Graviton2,16,512,1 x 118 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","0,9","4,7","7,2","10,9","15,3",AWS Graviton2 (ARM)
r6gd.xlarge.elasticsearch,December 2019,4,64,Graviton2,32,512,1 x 237 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","1,9","9,4","14,5","21,7","30,6",AWS Graviton2 (ARM)
r6gd.2xlarge.elasticsearch,December 2019,8,64,Graviton2,64,512,1 x 474 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","3,8","18,7","28,9","43,5","61,2",AWS Graviton2 (ARM)
r6gd.4xlarge.elasticsearch,December 2019,16,64,Graviton2,128,512,1 x 950 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"4,35","11,93","28,21","38,20","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","7,5","37,5","57,8","86,9","122,5",AWS Graviton2 (ARM)
r6gd.8xlarge.elasticsearch,December 2019,32,64,Graviton2,256,512,1 x 1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"8,71","23,87","56,42","76,39","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","15,0","74,9","115,7","173,8","245,0",AWS Graviton2 (ARM)
