Instance type,Release Date,Instance vCPU,Platform Total Number of vCPU,Platform CPU Name,Instance Memory (in GB),Platform Memory (in GB),Storage Info (Type and Size in GB),Storage Type,Platform Storage Drive Quantity,Platform GPU Quantity,Platform GPU Name,Instance Number of GPU,Instance GPU memory (in GB),PkgWatt @ Idle,PkgWatt @ 10%,PkgWatt @ 50%,PkgWatt @ 100%,RAMWatt @ Idle,RAMWatt @ 10%,RAMWatt @ 50%,RAMWatt @ 100%,GPUWatt @ Idle,GPUWatt @ 10%,GPUWatt @ 50%,GPUWatt @ 100%,Delta Full Machine,Instance @ Idle,Instance @ 10%,Instance @ 50%,Instance @ 100%,Hardware Information on AWS Documentation & Comments
m5d.16xlarge,June 2019,64,96,Xeon Platinum 8175M,256,384,4 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"38,59","97,75","229,13","318,65","38,54","61,59","158,73","255,87","0,0","0,0","0,0","0,0","64,0","141,1","223,3","451,9","638,5",Up to 3.1 GHz Intel Xeon Platinum 8175M
m5d.24xlarge,June 2018,96,96,Xeon Platinum 8175M,384,384,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"57,88","146,63","343,70","477,98","57,81","92,39","238,10","383,81","0,0","0,0","0,0","0,0","96,0","211,7","335,0","677,8","957,8",Up to 3.1 GHz Intel Xeon Platinum 8175M
m5d.metal,February 2019,96,96,Xeon Platinum 8175M,384,384,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"57,88","146,63","343,70","477,98","57,81","92,39","238,10","383,81","0,0","0,0","0,0","0,0","96,0","211,7","335,0","677,8","957,8",Up to 3.1 GHz Intel Xeon Platinum 8175M
m5dn.large,October 2019,2,96,Xeon Platinum 8259CL,8,384,1 x 75 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"1,14","2,87","6,39","9,28","1,24","2,06","3,69","5,31","0,0","0,0","0,0","0,0","1,8","4,1","6,7","11,8","16,3",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.xlarge,October 2019,4,96,Xeon Platinum 8259CL,16,384,1 x 150 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"2,28","5,75","12,79","18,56","2,49","4,12","7,37","10,62","0,0","0,0","0,0","0,0","3,5","8,3","13,4","23,7","32,7",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.2xlarge,October 2019,8,96,Xeon Platinum 8259CL,32,384,1 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"4,56","11,49","25,58","37,12","4,98","8,24","14,74","21,25","0,0","0,0","0,0","0,0","7,0","16,5","26,7","47,3","65,4",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.4xlarge,October 2019,16,96,Xeon Platinum 8259CL,64,384,2 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"9,12","22,99","51,16","74,23","9,95","16,47","29,48","42,49","0,0","0,0","0,0","0,0","14,0","33,1","53,5","94,6","130,7",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.8xlarge,October 2019,32,96,Xeon Platinum 8259CL,128,384,2 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"18,24","45,97","102,31","148,46","19,91","32,94","58,96","84,98","0,0","0,0","0,0","0,0","28,0","66,1","106,9","189,3","261,4",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.12xlarge,October 2019,48,96,Xeon Platinum 8259CL,192,384,2 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"27,36","68,96","153,47","222,69","29,86","49,42","88,45","127,48","0,0","0,0","0,0","0,0","42,0","99,2","160,4","283,9","392,2",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.16xlarge,October 2019,64,96,Xeon Platinum 8259CL,256,384,4 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"36,47","91,95","204,62","296,92","39,81","65,89","117,93","169,97","0,0","0,0","0,0","0,0","56,0","132,3","213,8","378,5","522,9",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.24xlarge,October 2019,96,96,Xeon Platinum 8259CL,384,384,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"54,71","137,92","306,93","445,38","59,72","98,83","176,89","254,95","0,0","0,0","0,0","0,0","84,0","198,4","320,8","567,8","784,3",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5dn.metal,February 2021,96,96,Xeon Platinum 8259CL,384,384,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"54,71","137,92","306,93","445,38","59,72","98,83","176,89","254,95","0,0","0,0","0,0","0,0","84,0","198,4","320,8","567,8","784,3",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.large,October 2019,2,96,Xeon Platinum 8259CL,8,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,14","2,87","6,39","9,28","1,24","2,06","3,69","5,31","0,0","0,0","0,0","0,0","1,8","4,1","6,7","11,8","16,3",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.xlarge,October 2019,4,96,Xeon Platinum 8259CL,16,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,28","5,75","12,79","18,56","2,49","4,12","7,37","10,62","0,0","0,0","0,0","0,0","3,5","8,3","13,4","23,7","32,7",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.2xlarge,October 2019,8,96,Xeon Platinum 8259CL,32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,56","11,49","25,58","37,12","4,98","8,24","14,74","21,25","0,0","0,0","0,0","0,0","7,0","16,5","26,7","47,3","65,4",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.4xlarge,October 2019,16,96,Xeon Platinum 8259CL,64,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"9,12","22,99","51,16","74,23","9,95","16,47","29,48","42,49","0,0","0,0","0,0","0,0","14,0","33,1","53,5","94,6","130,7",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.8xlarge,October 2019,32,96,Xeon Platinum 8259CL,128,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"18,24","45,97","102,31","148,46","19,91","32,94","58,96","84,98","0,0","0,0","0,0","0,0","28,0","66,1","106,9","189,3","261,4",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.12xlarge,October 2019,48,96,Xeon Platinum 8259CL,192,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"27,36","68,96","153,47","222,69","29,86","49,42","88,45","127,48","0,0","0,0","0,0","0,0","42,0","99,2","160,4","283,9","392,2",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.16xlarge,October 2019,64,96,Xeon Platinum 8259CL,256,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"36,47","91,95","204,62","296,92","39,81","65,89","117,93","169,97","0,0","0,0","0,0","0,0","56,0","132,3","213,8","378,5","522,9",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.24xlarge,October 2019,96,96,Xeon Platinum 8259CL,384,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"54,71","137,92","306,93","445,38","59,72","98,83","176,89","254,95","0,0","0,0","0,0","0,0","84,0","198,4","320,8","567,8","784,3",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5n.metal,February 2021,96,96,Xeon Platinum 8259CL,384,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"54,71","137,92","306,93","445,38","59,72","98,83","176,89","254,95","0,0","0,0","0,0","0,0","84,0","198,4","320,8","567,8","784,3",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
m5zn.large,December 2020,2,48,Xeon Platinum 8252C,8,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,38","6,13","15,88","19,66","2,00","2,88","5,27","7,67","0,0","0,0","0,0","0,0","4,0","8,4","13,0","25,1","31,3",Fastest Intel Xeon Scalable processors in the cloud with an all-core turbo frequency up to 4.5 GHz
m5zn.xlarge,December 2020,4,48,Xeon Platinum 8252C,16,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,75","12,25","31,75","39,31","4,00","5,75","10,54","15,33","0,0","0,0","0,0","0,0","8,0","16,8","26,0","50,3","62,6",Fastest Intel Xeon Scalable processors in the cloud with an all-core turbo frequency up to 4.5 GHz
m5zn.2xlarge,December 2020,8,48,Xeon Platinum 8252C,32,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"9,50","24,50","63,50","78,63","8,00","11,50","21,08","30,67","0,0","0,0","0,0","0,0","16,0","33,5","52,0","100,6","125,3",Fastest Intel Xeon Scalable processors in the cloud with an all-core turbo frequency up to 4.5 GHz
m5zn.3xlarge,December 2020,12,48,Xeon Platinum 8252C,48,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"14,25","36,75","95,25","117,94","12,00","17,25","31,63","46,00","0,0","0,0","0,0","0,0","24,0","50,3","78,0","150,9","187,9",Fastest Intel Xeon Scalable processors in the cloud with an all-core turbo frequency up to 4.5 GHz
m5zn.6xlarge,December 2020,24,48,Xeon Platinum 8252C,96,192,EBS Only,EBS,0,N/A,N/A,N/A,N/A,"28,50","73,50","190,50","235,88","24,00","34,50","63,25","92,00","0,0","0,0","0,0","0,0","48,0","100,5","156,0","301,8","375,9",Fastest Intel Xeon Scalable processors in the cloud with an all-core turbo frequency up to 4.5 GHz
m5zn.12xlarge,December 2020,48,48,Xeon Platinum 8252C,192,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"57,00","147,00","381,00","471,75","48,00","69,00","126,50","184,00","0,0","0,0","0,0","0,0","96,0","201,0","312,0","603,5","751,8",Fastest Intel Xeon Scalable processors in the cloud with an all-core turbo frequency up to 4.5 GHz
m5zn.metal,December 2020,48,48,Xeon Platinum 8252C,192,192,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"57,00","147,00","381,00","471,75","48,00","69,00","126,50","184,00","0,0","0,0","0,0","0,0","96,0","201,0","312,0","603,5","751,8",Fastest Intel Xeon Scalable processors in the cloud with an all-core turbo frequency up to 4.5 GHz
m6g.medium,December 2019,1,64,Graviton2,4,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,27","0,75","1,76","2,39","0,80","1,20","1,60","2,40","0,0","0,0","0,0","0,0","0,5","1,5","2,4","3,8","5,3",AWS Graviton2 (ARM)
m6g.large,December 2019,2,64,Graviton2,8,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","0,9","3,1","4,8","7,7","10,5",AWS Graviton2 (ARM)
m6g.xlarge,December 2019,4,64,Graviton2,16,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","1,9","6,2","9,7","15,3","21,0",AWS Graviton2 (ARM)
m6g.2xlarge,December 2019,8,64,Graviton2,32,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","3,8","12,3","19,3","30,7","42,0",AWS Graviton2 (ARM)
m6g.4xlarge,December 2019,16,64,Graviton2,64,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,35","11,93","28,21","38,20","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","7,5","24,7","38,6","61,3","84,1",AWS Graviton2 (ARM)
m6g.8xlarge,December 2019,32,64,Graviton2,128,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"8,71","23,87","56,42","76,39","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","15,0","49,3","77,3","122,6","168,2",AWS Graviton2 (ARM)
m6g.12xlarge,December 2019,48,64,Graviton2,192,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"13,06","35,80","84,63","114,59","38,40","57,60","76,80","115,20","0,0","0,0","0,0","0,0","22,5","74,0","115,9","183,9","252,3",AWS Graviton2 (ARM)
m6g.16xlarge,December 2019,64,64,Graviton2,256,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","30,0","98,6","154,5","245,2","336,4",AWS Graviton2 (ARM)
m6g.metal,December 2019,64,64,Graviton2,256,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","30,0","98,6","154,5","245,2","336,4",AWS Graviton2 (ARM)
m6gd.medium,December 2019,1,64,Graviton2,4,256,1 x 59 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"0,27","0,75","1,76","2,39","0,80","1,20","1,60","2,40","0,0","0,0","0,0","0,0","0,5","1,5","2,4","3,8","5,3",AWS Graviton2 (ARM)
m6gd.large,December 2019,2,64,Graviton2,8,256,1 x 118 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","0,9","3,1","4,8","7,7","10,5",AWS Graviton2 (ARM)
m6gd.xlarge,December 2019,4,64,Graviton2,16,256,1 x 237 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","1,9","6,2","9,7","15,3","21,0",AWS Graviton2 (ARM)
m6gd.2xlarge,December 2019,8,64,Graviton2,32,256,1 x 474 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","3,8","12,3","19,3","30,7","42,0",AWS Graviton2 (ARM)
m6gd.4xlarge,December 2019,16,64,Graviton2,64,256,1 x 950 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"4,35","11,93","28,21","38,20","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","7,5","24,7","38,6","61,3","84,1",AWS Graviton2 (ARM)
m6gd.8xlarge,December 2019,32,64,Graviton2,128,256,1 x 1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"8,71","23,87","56,42","76,39","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","15,0","49,3","77,3","122,6","168,2",AWS Graviton2 (ARM)
m6gd.12xlarge,December 2019,48,64,Graviton2,192,256,2 x 1425 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"13,06","35,80","84,63","114,59","38,40","57,60","76,80","115,20","0,0","0,0","0,0","0,0","22,5","74,0","115,9","183,9","252,3",AWS Graviton2 (ARM)
m6gd.16xlarge,December 2019,64,64,Graviton2,256,256,2 x 1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","30,0","98,6","154,5","245,2","336,4",AWS Graviton2 (ARM)
m6gd.metal,December 2019,64,64,Graviton2,256,256,2 x 1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","30,0","98,6","154,5","245,2","336,4",AWS Graviton2 (ARM)
m6i.large,August 2021,2,128,Xeon Platinum 8375C,8,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","1,9","4,6","7,3","12,1","16,2",3rd generation Intel Xeon Scalable processors
m6i.xlarge,August 2021,4,128,Xeon Platinum 8375C,16,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","3,8","9,1","14,5","24,3","32,4",3rd generation Intel Xeon Scalable processors
m6i.2xlarge,August 2021,8,128,Xeon Platinum 8375C,32,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,35","11,93","28,21","38,20","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","7,5","18,3","29,0","48,5","64,9",3rd generation Intel Xeon Scalable processors
m6i.4xlarge,August 2021,16,128,Xeon Platinum 8375C,64,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"8,71","23,87","56,42","76,39","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","15,0","36,5","58,1","97,0","129,8",3rd generation Intel Xeon Scalable processors
m6i.8xlarge,August 2021,32,128,Xeon Platinum 8375C,128,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","30,0","73,0","116,1","194,0","259,6",3rd generation Intel Xeon Scalable processors
m6i.12xlarge,August 2021,48,128,Xeon Platinum 8375C,192,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"26,13","71,61","169,26","229,17","38,40","57,60","76,80","115,20","0,0","0,0","0,0","0,0","45,0","109,5","174,2","291,1","389,4",3rd generation Intel Xeon Scalable processors
m6i.16xlarge,August 2021,64,128,Xeon Platinum 8375C,256,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"34,84","95,48","225,68","305,56","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","60,0","146,0","232,3","388,1","519,2",3rd generation Intel Xeon Scalable processors
m6i.24xlarge,August 2021,96,128,Xeon Platinum 8375C,384,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"52,26","143,22","338,52","458,35","76,80","115,20","153,60","230,40","0,0","0,0","0,0","0,0","90,0","219,1","348,4","582,1","778,7",3rd generation Intel Xeon Scalable processors
m6i.32xlarge,August 2021,128,128,Xeon Platinum 8375C,512,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"69,68","190,96","451,36","611,13","102,40","153,60","204,80","307,20","0,0","0,0","0,0","0,0","120,0","292,1","464,6","776,2","1038,3",3rd generation Intel Xeon Scalable processors
mac1.metal,November 2020,12,12,Core i7-8700B,32,32,N/A,EBS,0,N/A,N/A,N/A,N/A,"7,55","20,69","48,90","66,21","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","13,0","26,9","43,3","74,7","98,4",
p2.xlarge,September 2016,4,72,Xeon E5-2686 v4,61,732,N/A,EBS,0,16,Tesla K80,1,24,"1,94","5,55","11,41","15,62","12,20","18,30","24,40","36,60","34,8","95,5","225,7","305,6","3,2","52,2","122,5","264,7","361,0",1 GPU NVIDIA Tesla K80
p2.8xlarge,September 2016,32,72,Xeon E5-2686 v4,488,732,N/A,EBS,0,16,Tesla K80,8,192,"15,55","44,38","91,28","124,95","97,60","146,40","195,20","292,80","278,7","763,8","1805,4","2444,5","25,8","417,6","980,4","2117,7","2888,0",8 GPU NVIDIA Tesla K80
p2.16xlarge,September 2016,64,72,Xeon E5-2686 v4,732,732,N/A,EBS,0,16,Tesla K80,16,384,"31,09","88,76","182,57","249,90","146,40","219,60","292,80","439,20","557,4","1527,7","3610,9","4889,0","51,6","786,5","1887,6","4137,8","5629,7",16 GPU NVIDIA Tesla K80
p3.2xlarge,October 2017,8,72,Xeon E5-2686 v4,61,768,N/A,SSD,2,8,Tesla V100,1,16,"3,89","11,10","22,82","31,24","12,20","18,30","24,40","36,60","34,8","95,5","225,7","305,6","6,4","57,4","131,3","279,3","379,8",1 NVIDIA Tesla V100
p3.8xlarge,October 2017,32,72,Xeon E5-2686 v4,244,768,N/A,SSD,2,8,Tesla V100,4,64,"15,55","44,38","91,28","124,95","48,80","73,20","97,60","146,40","139,4","381,9","902,7","1222,3","25,8","229,5","525,3","1117,4","1519,4",4 NVIDIA Tesla V100
p3.16xlarge,October 2017,64,72,Xeon E5-2686 v4,488,768,N/A,SSD,2,8,Tesla V100,8,128,"31,09","88,76","182,57","249,90","97,60","146,40","195,20","292,80","278,7","763,8","1805,4","2444,5","51,6","459,0","1050,5","2234,8","3038,8",8 NVIDIA Tesla V100
p3dn.24xlarge,December 2018,96,96,Xeon Platinum 8175M,768,768,2 x 900 NVMe SSD,SSD,2,8,Tesla V100,8,256,"57,88","146,63","343,70","477,98","115,62","184,78","476,20","767,62","278,7","763,8","1805,4","2444,5","96,0","548,2","1191,2","2721,3","3786,1",8 NVIDIA Tesla V100
p4d.24xlarge,November 2020,96,96,Xeon Platinum 8275CL,1152,1152,8TB NVMe SSD,SSD,8,8,Tesla A100,8,320,"57,93","175,53","448,31","626,76","219,30","397,56","830,22","1262,88","371,6","1018,4","2407,2","3259,3","96,0","744,8","1687,5","3781,8","5245,0",8 NVIDIA A100 Tensor Core GPU
ra3.4xlarge,December 2019,12,48,Xeon E5-2676 v3,96,384,64000 RMS,RMS,10,N/A,N/A,N/A,N/A,"7,24","20,66","42,49","58,17","19,20","28,80","38,40","57,60","0,0","0,0","0,0","0,0","12,0","38,4","61,5","92,9","127,8",Comment: CPU platform assumed to be the same as ds2 instances
ra3.16xlarge,December 2019,48,48,Xeon E5-2676 v3,384,384,64000 RMS,RMS,10,N/A,N/A,N/A,N/A,"28,95","82,64","169,98","232,66","76,80","115,20","153,60","230,40","0,0","0,0","0,0","0,0","48,0","153,7","245,8","371,6","511,1",Comment: CPU platform assumed to be the same as ds2 instances
r3.large,April 2014,2,40,Xeon E5-2670 v2,15.25,244,1 x 32 (SSD),SSD,2,N/A,N/A,N/A,N/A,"1,39","3,96","8,14","11,15","3,05","4,58","6,10","9,15","0,0","0,0","0,0","0,0","2,3","6,7","10,8","16,5","22,6",Intel Xeon Ivy Bridge Processors
r3.xlarge,April 2014,4,40,Xeon E5-2670 v2,30.5,244,1 x 80 (SSD),SSD,2,N/A,N/A,N/A,N/A,"2,77","7,92","16,29","22,30","6,10","9,15","12,20","18,30","0,0","0,0","0,0","0,0","4,6","13,5","21,7","33,1","45,2",Intel Xeon Ivy Bridge Processors
r3.2xlarge,April 2014,8,40,Xeon E5-2670 v2,61,244,1 x 160 (SSD),SSD,2,N/A,N/A,N/A,N/A,"5,55","15,84","32,58","44,59","12,20","18,30","24,40","36,60","0,0","0,0","0,0","0,0","9,2","26,9","43,3","66,2","90,4",Intel Xeon Ivy Bridge Processors
r3.4xlarge,April 2014,16,40,Xeon E5-2670 v2,122,244,1 x 320 (SSD),SSD,2,N/A,N/A,N/A,N/A,"11,10","31,68","65,16","89,19","24,40","36,60","48,80","73,20","0,0","0,0","0,0","0,0","18,4","53,9","86,7","132,4","180,8",Intel Xeon Ivy Bridge Processors
r3.8xlarge,April 2014,32,40,Xeon E5-2670 v2,244,244,2 x 320 (SSD),SSD,2,N/A,N/A,N/A,N/A,"22,19","63,36","130,32","178,37","48,80","73,20","97,60","146,40","0,0","0,0","0,0","0,0","36,8","107,8","173,4","264,7","361,6",Intel Xeon Ivy Bridge Processors
r4.large,November 2016,2,72,Xeon E5-2686 v4,15.25,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,97","2,77","5,71","7,81","3,05","4,58","6,10","9,15","0,0","0,0","0,0","0,0","1,6","5,6","9,0","13,4","18,6",2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.xlarge,November 2016,4,72,Xeon E5-2686 v4,30.5,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,94","5,55","11,41","15,62","6,10","9,15","12,20","18,30","0,0","0,0","0,0","0,0","3,2","11,3","17,9","26,8","37,1",2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.2xlarge,November 2016,8,72,Xeon E5-2686 v4,61,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"3,89","11,10","22,82","31,24","12,20","18,30","24,40","36,60","0,0","0,0","0,0","0,0","6,4","22,5","35,8","53,7","74,3",2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.4xlarge,November 2016,16,72,Xeon E5-2686 v4,122,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"7,77","22,19","45,64","62,47","24,40","36,60","48,80","73,20","0,0","0,0","0,0","0,0","12,9","45,1","71,7","107,3","148,6",2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.8xlarge,November 2016,32,72,Xeon E5-2686 v4,244,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"15,55","44,38","91,28","124,95","48,80","73,20","97,60","146,40","0,0","0,0","0,0","0,0","25,8","90,1","143,4","214,7","297,1",2.3 GHz Intel Xeon E5-2686 v4 Processor
r4.16xlarge,November 2016,64,72,Xeon E5-2686 v4,488,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"31,09","88,76","182,57","249,90","97,60","146,40","195,20","292,80","0,0","0,0","0,0","0,0","51,6","180,2","286,7","429,3","594,3",2.3 GHz Intel Xeon E5-2686 v4 Processor
r5.large,July 2018,2,96,Xeon Platinum 8175M,16,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","2,41","3,85","9,92","15,99","0,0","0,0","0,0","0,0","2,0","5,6","8,9","19,1","27,9",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.xlarge,July 2018,4,96,Xeon Platinum 8175M,32,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,41","6,11","14,32","19,92","4,82","7,70","19,84","31,98","0,0","0,0","0,0","0,0","4,0","11,2","17,8","38,2","55,9",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.2xlarge,July 2018,8,96,Xeon Platinum 8175M,64,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,82","12,22","28,64","39,83","9,64","15,40","39,68","63,97","0,0","0,0","0,0","0,0","8,0","22,5","35,6","76,3","111,8",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.4xlarge,July 2018,16,96,Xeon Platinum 8175M,128,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"9,65","24,44","57,28","79,66","19,27","30,80","79,37","127,94","0,0","0,0","0,0","0,0","16,0","44,9","71,2","152,7","223,6",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.8xlarge,June 2019,32,96,Xeon Platinum 8175M,256,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"19,29","48,88","114,57","159,33","38,54","61,59","158,73","255,87","0,0","0,0","0,0","0,0","32,0","89,8","142,5","305,3","447,2",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.12xlarge,July 2018,48,96,Xeon Platinum 8175M,384,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"28,94","73,32","171,85","238,99","57,81","92,39","238,10","383,81","0,0","0,0","0,0","0,0","48,0","134,8","213,7","458,0","670,8",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.16xlarge,June 2019,64,96,Xeon Platinum 8175M,512,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"38,59","97,75","229,13","318,65","77,08","123,19","317,47","511,75","0,0","0,0","0,0","0,0","64,0","179,7","284,9","610,6","894,4",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
